,verse,tsne_embedding
907,"38:15 When Judah saw her, he thought her to be an harlot; because she had
covered her face.","[31.81739616394043, -3.8892979621887207]"
908,"38:16 And he turned unto her by the way, and said, Go to, I pray thee, let me
come in unto thee; (for he knew not that she was his daughter in law.) And she
said, What wilt thou give me, that thou mayest come in unto me? 38:17 And he
said, I will send thee a kid from the flock. And she said, Wilt thou give me a
pledge, till thou send it? 38:18 And he said, What pledge shall I give thee?
And she said, Thy signet, and thy bracelets, and thy staff that is in thine
hand. And he gave it her, and came in unto her, and she conceived by him.","[33.71078872680664, 0.7767658233642578]"
909,"38:19 And she arose, and went away, and laid by her vail from her, and put on
the garments of her widowhood.","[35.94633865356445, -5.52955961227417]"
910,"38:20 And Judah sent the kid by the hand of his friend the Adullamite, to
receive his pledge from the woman’s hand: but he found her not.","[32.46985626220703, -1.319464921951294]"
911,"38:21 Then he asked the men of that place, saying, Where is the harlot, that
was openly by the way side? And they said, There was no harlot in this place.","[33.09584426879883, -3.8511769771575928]"
912,"38:22 And he returned to Judah, and said, I cannot find her; and also the men
of the place said, that there was no harlot in this place.","[33.01675796508789, -3.550351142883301]"
913,"38:23 And Judah said, Let her take it to her, lest we be shamed: behold, I sent
this kid, and thou hast not found her.","[32.64409637451172, -1.6706892251968384]"
914,"38:24 And it came to pass about three months after, that it was told Judah,
saying, Tamar thy daughter in law hath played the harlot; and also, behold, she
is with child by whoredom. And Judah said, Bring her forth, and let her be
burnt.","[35.37452697753906, -2.873894691467285]"
915,"38:25 When she was brought forth, she sent to her father in law, saying, By the
man, whose these are, am I with child: and she said, Discern, I pray thee,
whose are these, the signet, and bracelets, and staff.","[33.7559814453125, 0.7923645377159119]"
916,"38:26 And Judah acknowledged them, and said, She hath been more righteous than
I; because that I gave her not to Shelah my son. And he knew her again no more.","[33.57341766357422, -2.0924320220947266]"
917,"38:27 And it came to pass in the time of her travail, that, behold, twins were
in her womb.","[33.03527069091797, 4.319729328155518]"
918,"38:28 And it came to pass, when she travailed, that the one put out his hand:
and the midwife took and bound upon his hand a scarlet thread, saying, This
came out first.","[34.25465774536133, 2.1140267848968506]"
919,"38:29 And it came to pass, as he drew back his hand, that, behold, his brother
came out: and she said, How hast thou broken forth? this breach be upon thee:
therefore his name was called Pharez.","[38.54723358154297, 2.899125099182129]"
920,"38:30 And afterward came out his brother, that had the scarlet thread upon his
hand: and his name was called Zarah.","[38.502986907958984, 2.8592529296875]"
921,"39:1 And Joseph was brought down to Egypt; and Potiphar, an officer of Pharaoh,
captain of the guard, an Egyptian, bought him of the hands of the Ishmeelites,
which had brought him down thither.","[8.100653648376465, -54.39516830444336]"
922,"39:2 And the LORD was with Joseph, and he was a prosperous man; and he was in
the house of his master the Egyptian.","[10.312616348266602, -52.36761474609375]"
923,"39:3 And his master saw that the LORD was with him, and that the LORD made all
that he did to prosper in his hand.","[12.148652076721191, -54.7349853515625]"
924,"39:4 And Joseph found grace in his sight, and he served him: and he made him
overseer over his house, and all that he had he put into his hand.","[11.421955108642578, -52.322662353515625]"
925,"39:5 And it came to pass from the time that he had made him overseer in his
house, and over all that he had, that the LORD blessed the Egyptian’s house for
Joseph’s sake; and the blessing of the LORD was upon all that he had in the
house, and in the field.","[10.660932540893555, -52.26731491088867]"
926,"39:6 And he left all that he had in Joseph’s hand; and he knew not ought he
had, save the bread which he did eat. And Joseph was a goodly person, and well
favoured.","[11.82470417022705, -51.494346618652344]"
927,"39:7 And it came to pass after these things, that his master’s wife cast her
eyes upon Joseph; and she said, Lie with me.","[34.60176467895508, -9.699433326721191]"
928,"39:8 But he refused, and said unto his master’s wife, Behold, my master wotteth
not what is with me in the house, and he hath committed all that he hath to my
hand; 39:9 There is none greater in this house than I; neither hath he kept
back any thing from me but thee, because thou art his wife: how then can I do
this great wickedness, and sin against God? 39:10 And it came to pass, as she
spake to Joseph day by day, that he hearkened not unto her, to lie by her, or
to be with her.","[34.671302795410156, -9.839190483093262]"
929,"39:11 And it came to pass about this time, that Joseph went into the house to
do his business; and there was none of the men of the house there within.","[12.678625106811523, -49.55794143676758]"
930,"39:12 And she caught him by his garment, saying, Lie with me: and he left his
garment in her hand, and fled, and got him out.","[34.43947982788086, -7.220723628997803]"
931,"39:13 And it came to pass, when she saw that he had left his garment in her
hand, and was fled forth, 39:14 That she called unto the men of her house, and
spake unto them, saying, See, he hath brought in an Hebrew unto us to mock us;
he came in unto me to lie with me, and I cried with a loud voice: 39:15 And it
came to pass, when he heard that I lifted up my voice and cried, that he left
his garment with me, and fled, and got him out.","[33.51637268066406, -7.25098180770874]"
932,"39:16 And she laid up his garment by her, until his lord came home.","[34.833282470703125, -6.7456865310668945]"
933,"39:17 And she spake unto him according to these words, saying, The Hebrew
servant, which thou hast brought unto us, came in unto me to mock me: 39:18 And
it came to pass, as I lifted up my voice and cried, that he left his garment
with me, and fled out.","[33.295162200927734, -7.427589416503906]"
934,"39:19 And it came to pass, when his master heard the words of his wife, which
she spake unto him, saying, After this manner did thy servant to me; that his
wrath was kindled.","[32.87530517578125, -8.754605293273926]"
935,"39:20 And Joseph’s master took him, and put him into the prison, a place where
the king’s prisoners were bound: and he was there in the prison.","[14.924165725708008, -53.426124572753906]"
936,"39:21 But the LORD was with Joseph, and shewed him mercy, and gave him favour
in the sight of the keeper of the prison.","[14.19217586517334, -53.904335021972656]"
937,"39:22 And the keeper of the prison committed to Joseph’s hand all the prisoners
that were in the prison; and whatsoever they did there, he was the doer of it.","[14.694710731506348, -54.05592727661133]"
938,"39:23 The keeper of the prison looked not to any thing that was under his hand;
because the LORD was with him, and that which he did, the LORD made it to
prosper.","[13.480103492736816, -54.756649017333984]"
939,"40:1 And it came to pass after these things, that the butler of the king of
Egypt and his baker had offended their lord the king of Egypt.","[2.6833016872406006, -57.149436950683594]"
940,"40:2 And Pharaoh was wroth against two of his officers, against the chief of
the butlers, and against the chief of the bakers.","[2.9499523639678955, -57.53309631347656]"
941,"40:3 And he put them in ward in the house of the captain of the guard, into the
prison, the place where Joseph was bound.","[15.509998321533203, -53.082183837890625]"
942,"40:4 And the captain of the guard charged Joseph with them, and he served them:
and they continued a season in ward.","[16.0312442779541, -52.519775390625]"
943,"40:5 And they dreamed a dream both of them, each man his dream in one night,
each man according to the interpretation of his dream, the butler and the baker
of the king of Egypt, which were bound in the prison.","[1.0730239152908325, -57.06255340576172]"
944,"40:6 And Joseph came in unto them in the morning, and looked upon them, and,
behold, they were sad.","[7.4817118644714355, -38.088985443115234]"
945,"40:7 And he asked Pharaoh’s officers that were with him in the ward of his
lord’s house, saying, Wherefore look ye so sadly to day? 40:8 And they said
unto him, We have dreamed a dream, and there is no interpreter of it. And
Joseph said unto them, Do not interpretations belong to God? tell me them, I
pray you.","[-1.0207923650741577, -57.44680404663086]"
946,"40:9 And the chief butler told his dream to Joseph, and said to him, In my
dream, behold, a vine was before me; 40:10 And in the vine were three branches:
and it was as though it budded, and her blossoms shot forth; and the clusters
thereof brought forth ripe grapes: 40:11 And Pharaoh’s cup was in my hand: and
I took the grapes, and pressed them into Pharaoh’s cup, and I gave the cup into
Pharaoh’s hand.","[1.0004329681396484, -58.9289665222168]"
947,"40:12 And Joseph said unto him, This is the interpretation of it: The three
branches are three days: 40:13 Yet within three days shall Pharaoh lift up
thine head, and restore thee unto thy place: and thou shalt deliver Pharaoh’s
cup into his hand, after the former manner when thou wast his butler.","[1.1671208143234253, -61.241275787353516]"
948,"40:14 But think on me when it shall be well with thee, and shew kindness, I
pray thee, unto me, and make mention of me unto Pharaoh, and bring me out of
this house: 40:15 For indeed I was stolen away out of the land of the Hebrews:
and here also have I done nothing that they should put me into the dungeon.","[2.4472413063049316, -52.54792022705078]"
949,"40:16 When the chief baker saw that the interpretation was good, he said unto
Joseph, I also was in my dream, and, behold, I had three white baskets on my
head: 40:17 And in the uppermost basket there was of all manner of bakemeats
for Pharaoh; and the birds did eat them out of the basket upon my head.","[-0.12783296406269073, -59.190185546875]"
950,"40:18 And Joseph answered and said, This is the interpretation thereof: The
three baskets are three days: 40:19 Yet within three days shall Pharaoh lift up
thy head from off thee, and shall hang thee on a tree; and the birds shall eat
thy flesh from off thee.","[1.0393227338790894, -61.213966369628906]"
951,"40:20 And it came to pass the third day, which was Pharaoh’s birthday, that he
made a feast unto all his servants: and he lifted up the head of the chief
butler and of the chief baker among his servants.","[2.8725342750549316, -58.75914001464844]"
952,"40:21 And he restored the chief butler unto his butlership again; and he gave
the cup into Pharaoh’s hand: 40:22 But he hanged the chief baker: as Joseph had
interpreted to them.","[2.3211331367492676, -58.38362121582031]"
953,"40:23 Yet did not the chief butler remember Joseph, but forgat him.","[14.66921329498291, -50.62067794799805]"
954,"41:1 And it came to pass at the end of two full years, that Pharaoh dreamed:
and, behold, he stood by the river.","[-3.8188111782073975, -55.92402648925781]"
955,"41:2 And, behold, there came up out of the river seven well favoured kine and
fatfleshed; and they fed in a meadow.","[-10.016397476196289, -52.4146842956543]"
956,"41:3 And, behold, seven other kine came up after them out of the river, ill
favoured and leanfleshed; and stood by the other kine upon the brink of the
river.","[-10.20136833190918, -52.381927490234375]"
957,"41:4 And the ill favoured and leanfleshed kine did eat up the seven well
favoured and fat kine. So Pharaoh awoke.","[-8.37674617767334, -53.61794662475586]"
958,"41:5 And he slept and dreamed the second time: and, behold, seven ears of corn
came up upon one stalk, rank and good.","[-13.315620422363281, -55.098628997802734]"
959,"41:6 And, behold, seven thin ears and blasted with the east wind sprung up
after them.","[-12.26917839050293, -53.76994323730469]"
960,"41:7 And the seven thin ears devoured the seven rank and full ears. And Pharaoh
awoke, and, behold, it was a dream.","[-11.568107604980469, -54.878231048583984]"
961,"41:8 And it came to pass in the morning that his spirit was troubled; and he
sent and called for all the magicians of Egypt, and all the wise men thereof:
and Pharaoh told them his dream; but there was none that could interpret them
unto Pharaoh.","[-1.3318372964859009, -56.422611236572266]"
962,"41:9 Then spake the chief butler unto Pharaoh, saying, I do remember my faults
this day: 41:10 Pharaoh was wroth with his servants, and put me in ward in the
captain of the guard’s house, both me and the chief baker: 41:11 And we dreamed
a dream in one night, I and he; we dreamed each man according to the
interpretation of his dream.","[0.5306780934333801, -56.98386001586914]"
963,"41:12 And there was there with us a young man, an Hebrew, servant to the
captain of the guard; and we told him, and he interpreted to us our dreams; to
each man according to his dream he did interpret.","[-2.336230993270874, -57.91577911376953]"
964,"41:13 And it came to pass, as he interpreted to us, so it was; me he restored
unto mine office, and him he hanged.","[2.606325387954712, -30.559261322021484]"
965,"41:14 Then Pharaoh sent and called Joseph, and they brought him hastily out of
the dungeon: and he shaved himself, and changed his raiment, and came in unto
Pharaoh.","[5.258408069610596, -53.95895004272461]"
966,"41:15 And Pharaoh said unto Joseph, I have dreamed a dream, and there is none
that can interpret it: and I have heard say of thee, that thou canst understand
a dream to interpret it.","[-1.4515389204025269, -57.29521942138672]"
967,"41:16 And Joseph answered Pharaoh, saying, It is not in me: God shall give
Pharaoh an answer of peace.","[0.004540086258202791, -53.876155853271484]"
968,"41:17 And Pharaoh said unto Joseph, In my dream, behold, I stood upon the bank
of the river: 41:18 And, behold, there came up out of the river seven kine,
fatfleshed and well favoured; and they fed in a meadow: 41:19 And, behold,
seven other kine came up after them, poor and very ill favoured and
leanfleshed, such as I never saw in all the land of Egypt for badness: 41:20
And the lean and the ill favoured kine did eat up the first seven fat kine:
41:21 And when they had eaten them up, it could not be known that they had
eaten them; but they were still ill favoured, as at the beginning. So I awoke.","[-8.367441177368164, -53.559200286865234]"
969,"41:22 And I saw in my dream, and, behold, seven ears came up in one stalk, full
and good: 41:23 And, behold, seven ears, withered, thin, and blasted with the
east wind, sprung up after them: 41:24 And the thin ears devoured the seven
good ears: and I told this unto the magicians; but there was none that could
declare it to me.","[-12.16543960571289, -54.40325927734375]"
970,"41:25 And Joseph said unto Pharaoh, The dream of Pharaoh is one: God hath
shewed Pharaoh what he is about to do.","[-2.3894994258880615, -55.58744812011719]"
971,"41:26 The seven good kine are seven years; and the seven good ears are seven
years: the dream is one.","[-13.20638656616211, -52.28652572631836]"
972,"41:27 And the seven thin and ill favoured kine that came up after them are
seven years; and the seven empty ears blasted with the east wind shall be seven
years of famine.","[-13.114459991455078, -52.03343200683594]"
973,"41:28 This is the thing which I have spoken unto Pharaoh: What God is about to
do he sheweth unto Pharaoh.","[-1.8755481243133545, -54.656044006347656]"
974,"41:29 Behold, there come seven years of great plenty throughout all the land of
Egypt: 41:30 And there shall arise after them seven years of famine; and all
the plenty shall be forgotten in the land of Egypt; and the famine shall
consume the land; 41:31 And the plenty shall not be known in the land by reason
of that famine following; for it shall be very grievous.","[-11.305803298950195, -46.25469970703125]"
975,"41:32 And for that the dream was doubled unto Pharaoh twice; it is because the
thing is established by God, and God will shortly bring it to pass.","[-2.7197353839874268, -55.85466766357422]"
976,"41:33 Now therefore let Pharaoh look out a man discreet and wise, and set him
over the land of Egypt.","[-1.4616448879241943, -52.90633773803711]"
977,"41:34 Let Pharaoh do this, and let him appoint officers over the land, and take
up the fifth part of the land of Egypt in the seven plenteous years.","[-3.685455083847046, -50.69182205200195]"
978,"41:35 And let them gather all the food of those good years that come, and lay
up corn under the hand of Pharaoh, and let them keep food in the cities.","[-8.866207122802734, -45.69097137451172]"
979,"41:36 And that food shall be for store to the land against the seven years of
famine, which shall be in the land of Egypt; that the land perish not through
the famine.","[-11.039112091064453, -45.982025146484375]"
980,"41:37 And the thing was good in the eyes of Pharaoh, and in the eyes of all his
servants.","[-2.412804126739502, -52.989471435546875]"
981,"41:38 And Pharaoh said unto his servants, Can we find such a one as this is, a
man in whom the Spirit of God is? 41:39 And Pharaoh said unto Joseph, Forasmuch
as God hath shewed thee all this, there is none so discreet and wise as thou
art: 41:40 Thou shalt be over my house, and according unto thy word shall all
my people be ruled: only in the throne will I be greater than thou.","[-0.6714867353439331, -53.2071533203125]"
982,"41:41 And Pharaoh said unto Joseph, See, I have set thee over all the land of
Egypt.","[-1.511719822883606, -51.369693756103516]"
983,"41:42 And Pharaoh took off his ring from his hand, and put it upon Joseph’s
hand, and arrayed him in vestures of fine linen, and put a gold chain about his
neck; 41:43 And he made him to ride in the second chariot which he had; and
they cried before him, Bow the knee: and he made him ruler over all the land of
Egypt.","[4.268576145172119, -54.40240478515625]"
984,"41:44 And Pharaoh said unto Joseph, I am Pharaoh, and without thee shall no man
lift up his hand or foot in all the land of Egypt.","[-0.41238752007484436, -52.34206008911133]"
985,"41:45 And Pharaoh called Joseph’s name Zaphnathpaaneah; and he gave him to wife
Asenath the daughter of Potipherah priest of On. And Joseph went out over all
the land of Egypt.","[7.271395206451416, -51.79389953613281]"
986,"41:46 And Joseph was thirty years old when he stood before Pharaoh king of
Egypt. And Joseph went out from the presence of Pharaoh, and went throughout
all the land of Egypt.","[7.479187965393066, -51.01615524291992]"
987,41:47 And in the seven plenteous years the earth brought forth by handfuls.,"[-21.585346221923828, 51.620399475097656]"
988,"41:48 And he gathered up all the food of the seven years, which were in the
land of Egypt, and laid up the food in the cities: the food of the field, which
was round about every city, laid he up in the same.","[-9.36206340789795, -45.70565414428711]"
989,"41:49 And Joseph gathered corn as the sand of the sea, very much, until he left
numbering; for it was without number.","[-9.601139068603516, -41.34837341308594]"
990,"41:50 And unto Joseph were born two sons before the years of famine came, which
Asenath the daughter of Potipherah priest of On bare unto him.","[15.620508193969727, -46.68458938598633]"
991,"41:51 And Joseph called the name of the firstborn Manasseh: For God, said he,
hath made me forget all my toil, and all my father’s house.","[17.244543075561523, -47.066131591796875]"
992,"41:52 And the name of the second called he Ephraim: For God hath caused me to
be fruitful in the land of my affliction.","[-18.72376823425293, -42.613739013671875]"
993,"41:53 And the seven years of plenteousness, that was in the land of Egypt, were
ended.","[-10.179183006286621, -48.454383850097656]"
994,"41:54 And the seven years of dearth began to come, according as Joseph had
said: and the dearth was in all lands; but in all the land of Egypt there was
bread.","[-10.047582626342773, -44.60036849975586]"
995,"41:55 And when all the land of Egypt was famished, the people cried to Pharaoh
for bread: and Pharaoh said unto all the Egyptians, Go unto Joseph; what he
saith to you, do.","[-7.627121448516846, -44.49357223510742]"
996,"41:56 And the famine was over all the face of the earth: and Joseph opened all
the storehouses, and sold unto the Egyptians; and the famine waxed sore in the
land of Egypt.","[-11.077739715576172, -44.49250793457031]"
997,"41:57 And all countries came into Egypt to Joseph for to buy corn; because that
the famine was so sore in all lands.","[-10.833793640136719, -42.84574508666992]"
998,"42:1 Now when Jacob saw that there was corn in Egypt, Jacob said unto his sons,
Why do ye look one upon another? 42:2 And he said, Behold, I have heard that
there is corn in Egypt: get you down thither, and buy for us from thence; that
we may live, and not die.","[-11.37213134765625, -40.3661994934082]"
999,42:3 And Joseph’s ten brethren went down to buy corn in Egypt.,"[-10.515082359313965, -40.93881607055664]"
1000,"42:4 But Benjamin, Joseph’s brother, Jacob sent not with his brethren; for he
said, Lest peradventure mischief befall him.","[5.426363945007324, -35.0733642578125]"
1001,"42:5 And the sons of Israel came to buy corn among those that came: for the
famine was in the land of Canaan.","[-11.735218048095703, -41.571353912353516]"
1002,"42:6 And Joseph was the governor over the land, and he it was that sold to all
the people of the land: and Joseph’s brethren came, and bowed down themselves
before him with their faces to the earth.","[2.989931106567383, -40.15257263183594]"
1003,"42:7 And Joseph saw his brethren, and he knew them, but made himself strange
unto them, and spake roughly unto them; and he said unto them, Whence come ye?
And they said, From the land of Canaan to buy food.","[2.507425308227539, -39.02713394165039]"
1004,"42:8 And Joseph knew his brethren, but they knew not him.","[4.926371097564697, -38.8961067199707]"
1005,"42:9 And Joseph remembered the dreams which he dreamed of them, and said unto
them, Ye are spies; to see the nakedness of the land ye are come.","[0.6678487658500671, -41.15109634399414]"
1006,"42:10 And they said unto him, Nay, my lord, but to buy food are thy servants
come.","[-12.769042015075684, -29.994211196899414]"
1007,"42:11 We are all one man’s sons; we are true men, thy servants are no spies.","[20.934432983398438, -34.698978424072266]"
1008,"42:12 And he said unto them, Nay, but to see the nakedness of the land ye are
come.","[0.5329007506370544, -41.16677474975586]"
1009,"42:13 And they said, Thy servants are twelve brethren, the sons of one man in
the land of Canaan; and, behold, the youngest is this day with our father, and
one is not.","[22.317855834960938, -34.80200958251953]"
1010,"42:14 And Joseph said unto them, That is it that I spake unto you, saying, Ye
are spies: 42:15 Hereby ye shall be proved: By the life of Pharaoh ye shall not
go forth hence, except your youngest brother come hither.","[4.416858196258545, -50.23860549926758]"
1011,"42:16 Send one of you, and let him fetch your brother, and ye shall be kept in
prison, that your words may be proved, whether there be any truth in you: or
else by the life of Pharaoh surely ye are spies.","[4.410635471343994, -50.30976486206055]"
1012,42:17 And he put them all together into ward three days.,"[-0.10470963269472122, -26.006134033203125]"
1013,"42:18 And Joseph said unto them the third day, This do, and live; for I fear
God: 42:19 If ye be true men, let one of your brethren be bound in the house of
your prison: go ye, carry corn for the famine of your houses: 42:20 But bring
your youngest brother unto me; so shall your words be verified, and ye shall
not die. And they did so.","[1.8327033519744873, -35.77781677246094]"
1014,"42:21 And they said one to another, We are verily guilty concerning our
brother, in that we saw the anguish of his soul, when he besought us, and we
would not hear; therefore is this distress come upon us.","[9.54819393157959, -28.935367584228516]"
1015,"42:22 And Reuben answered them, saying, Spake I not unto you, saying, Do not
sin against the child; and ye would not hear? therefore, behold, also his blood
is required.","[12.486480712890625, -27.3626651763916]"
1016,"42:23 And they knew not that Joseph understood them; for he spake unto them by
an interpreter.","[4.6398725509643555, -38.52155303955078]"
1017,"42:24 And he turned himself about from them, and wept; and returned to them
again, and communed with them, and took from them Simeon, and bound him before
their eyes.","[0.8313626646995544, -32.907676696777344]"
1018,"42:25 Then Joseph commanded to fill their sacks with corn, and to restore every
man’s money into his sack, and to give them provision for the way: and thus did
he unto them.","[-4.525363445281982, -37.38325500488281]"
1019,"42:26 And they laded their asses with the corn, and departed thence.","[-12.087434768676758, -38.88872528076172]"
1020,"42:27 And as one of them opened his sack to give his ass provender in the inn,
he espied his money; for, behold, it was in his sack’s mouth.","[-3.2205073833465576, -35.80876541137695]"
1021,"42:28 And he said unto his brethren, My money is restored; and, lo, it is even
in my sack: and their heart failed them, and they were afraid, saying one to
another, What is this that God hath done unto us? 42:29 And they came unto
Jacob their father unto the land of Canaan, and told him all that befell unto
them; saying, 42:30 The man, who is the lord of the land, spake roughly to us,
and took us for spies of the country.","[0.9010397791862488, -34.15837097167969]"
1022,"42:31 And we said unto him, We are true men; we are no spies: 42:32 We be
twelve brethren, sons of our father; one is not, and the youngest is this day
with our father in the land of Canaan.","[21.815279006958008, -34.67238998413086]"
1023,"42:33 And the man, the lord of the country, said unto us, Hereby shall I know
that ye are true men; leave one of your brethren here with me, and take food
for the famine of your households, and be gone: 42:34 And bring your youngest
brother unto me: then shall I know that ye are no spies, but that ye are true
men: so will I deliver you your brother, and ye shall traffick in the land.","[2.2315351963043213, -34.70342254638672]"
1024,"42:35 And it came to pass as they emptied their sacks, that, behold, every
man’s bundle of money was in his sack: and when both they and their father saw
the bundles of money, they were afraid.","[-2.837001323699951, -35.27091979980469]"
1025,"42:36 And Jacob their father said unto them, Me have ye bereaved of my
children: Joseph is not, and Simeon is not, and ye will take Benjamin away: all
these things are against me.","[5.750860214233398, -34.53982925415039]"
1026,"42:37 And Reuben spake unto his father, saying, Slay my two sons, if I bring
him not to thee: deliver him into my hand, and I will bring him to thee again.","[13.095805168151855, -26.80504608154297]"
1027,"42:38 And he said, My son shall not go down with you; for his brother is dead,
and he is left alone: if mischief befall him by the way in the which ye go,
then shall ye bring down my gray hairs with sorrow to the grave.","[8.434276580810547, -27.839698791503906]"
1028,43:1 And the famine was sore in the land.,"[-12.944491386413574, -44.9855842590332]"
1029,"43:2 And it came to pass, when they had eaten up the corn which they had
brought out of Egypt, their father said unto them, Go again, buy us a little
food.","[-10.853595733642578, -38.83269500732422]"
1030,"43:3 And Judah spake unto him, saying, The man did solemnly protest unto us,
saying, Ye shall not see my face, except your brother be with you.","[8.468727111816406, -31.595314025878906]"
1031,"43:4 If thou wilt send our brother with us, we will go down and buy thee food:
43:5 But if thou wilt not send him, we will not go down: for the man said unto
us, Ye shall not see my face, except your brother be with you.","[7.5075602531433105, -31.33806800842285]"
1032,"43:6 And Israel said, Wherefore dealt ye so ill with me, as to tell the man
whether ye had yet a brother? 43:7 And they said, The man asked us straitly of
our state, and of our kindred, saying, Is your father yet alive? have ye
another brother? and we told him according to the tenor of these words: could
we certainly know that he would say, Bring your brother down? 43:8 And Judah
said unto Israel his father, Send the lad with me, and we will arise and go;
that we may live, and not die, both we, and thou, and also our little ones.","[6.089620590209961, -31.257272720336914]"
1033,"43:9 I will be surety for him; of my hand shalt thou require him: if I bring
him not unto thee, and set him before thee, then let me bear the blame for
ever: 43:10 For except we had lingered, surely now we had returned this second
time.","[4.024764537811279, -29.816913604736328]"
1034,"43:11 And their father Israel said unto them, If it must be so now, do this;
take of the best fruits in the land in your vessels, and carry down the man a
present, a little balm, and a little honey, spices, and myrrh, nuts, and
almonds: 43:12 And take double money in your hand; and the money that was
brought again in the mouth of your sacks, carry it again in your hand;
peradventure it was an oversight: 43:13 Take also your brother, and arise, go
again unto the man: 43:14 And God Almighty give you mercy before the man, that
he may send away your other brother, and Benjamin. If I be bereaved of my
children, I am bereaved.","[5.93389892578125, -32.66837692260742]"
1035,"43:15 And the men took that present, and they took double money in their hand
and Benjamin; and rose up, and went down to Egypt, and stood before Joseph.","[-2.0584778785705566, -37.26985549926758]"
1036,"43:16 And when Joseph saw Benjamin with them, he said to the ruler of his
house, Bring these men home, and slay, and make ready; for these men shall dine
with me at noon.","[-7.560148239135742, -33.55339813232422]"
1037,"43:17 And the man did as Joseph bade; and the man brought the men into Joseph’s
house.","[0.4137536585330963, -37.74156951904297]"
1038,"43:18 And the men were afraid, because they were brought into Joseph’s house;
and they said, Because of the money that was returned in our sacks at the first
time are we brought in; that he may seek occasion against us, and fall upon us,
and take us for bondmen, and our asses.","[-0.8534947633743286, -36.88087463378906]"
1039,"43:19 And they came near to the steward of Joseph’s house, and they communed
with him at the door of the house, 43:20 And said, O sir, we came indeed down
at the first time to buy food: 43:21 And it came to pass, when we came to the
inn, that we opened our sacks, and, behold, every man’s money was in the mouth
of his sack, our money in full weight: and we have brought it again in our
hand.","[-2.0692381858825684, -36.73968505859375]"
1040,"43:22 And other money have we brought down in our hands to buy food: we cannot
tell who put our money in our sacks.","[-2.1982483863830566, -35.08901596069336]"
1041,"43:23 And he said, Peace be to you, fear not: your God, and the God of your
father, hath given you treasure in your sacks: I had your money. And he brought
Simeon out unto them.","[-1.3640691041946411, -34.34484100341797]"
1042,"43:24 And the man brought the men into Joseph’s house, and gave them water, and
they washed their feet; and he gave their asses provender.","[-0.6926660537719727, -37.93577194213867]"
1043,"43:25 And they made ready the present against Joseph came at noon: for they
heard that they should eat bread there.","[-8.2901611328125, -34.12921905517578]"
1044,"43:26 And when Joseph came home, they brought him the present which was in
their hand into the house, and bowed themselves to him to the earth.","[0.8558682203292847, -38.10274124145508]"
1045,"43:27 And he asked them of their welfare, and said, Is your father well, the
old man of whom ye spake? Is he yet alive? 43:28 And they answered, Thy servant
our father is in good health, he is yet alive. And they bowed down their heads,
and made obeisance.","[5.519452095031738, -31.1458797454834]"
1046,"43:29 And he lifted up his eyes, and saw his brother Benjamin, his mother’s
son, and said, Is this your younger brother, of whom ye spake unto me? And he
said, God be gracious unto thee, my son.","[8.109246253967285, -33.073089599609375]"
1047,"43:30 And Joseph made haste; for his bowels did yearn upon his brother: and he
sought where to weep; and he entered into his chamber, and wept there.","[8.105290412902832, -38.493919372558594]"
1048,"43:31 And he washed his face, and went out, and refrained himself, and said,
Set on bread.","[-9.592554092407227, -34.28122329711914]"
1049,"43:32 And they set on for him by himself, and for them by themselves, and for
the Egyptians, which did eat with him, by themselves: because the Egyptians
might not eat bread with the Hebrews; for that is an abomination unto the
Egyptians.","[-9.320358276367188, -36.309051513671875]"
1050,"43:33 And they sat before him, the firstborn according to his birthright, and
the youngest according to his youth: and the men marvelled one at another.","[22.857051849365234, -35.57081985473633]"
1051,"43:34 And he took and sent messes unto them from before him: but Benjamin’s
mess was five times so much as any of theirs. And they drank, and were merry
with him.","[-6.419322490692139, -33.61289596557617]"
1052,"44:1 And he commanded the steward of his house, saying, Fill the men’s sacks
with food, as much as they can carry, and put every man’s money in his sack’s
mouth.","[-3.845367193222046, -34.87998580932617]"
1053,"44:2 And put my cup, the silver cup, in the sack’s mouth of the youngest, and
his corn money. And he did according to the word that Joseph had spoken.","[-4.959207057952881, -36.0925178527832]"
1054,"44:3 As soon as the morning was light, the men were sent away, they and their
asses.","[-15.593299865722656, -34.64675521850586]"
1055,"44:4 And when they were gone out of the city, and not yet far off, Joseph said
unto his steward, Up, follow after the men; and when thou dost overtake them,
say unto them, Wherefore have ye rewarded evil for good? 44:5 Is not this it in
which my lord drinketh, and whereby indeed he divineth? ye have done evil in so
doing.","[3.437544822692871, -36.98390579223633]"
1056,"44:6 And he overtook them, and he spake unto them these same words.","[1.1714102029800415, -27.359569549560547]"
1057,"44:7 And they said unto him, Wherefore saith my lord these words? God forbid
that thy servants should do according to this thing: 44:8 Behold, the money,
which we found in our sacks’ mouths, we brought again unto thee out of the land
of Canaan: how then should we steal out of thy lord’s house silver or gold?
44:9 With whomsoever of thy servants it be found, both let him die, and we also
will be my lord’s bondmen.","[-2.828094720840454, -33.2171745300293]"
1058,"44:10 And he said, Now also let it be according unto your words: he with whom
it is found shall be my servant; and ye shall be blameless.","[4.067724227905273, -28.075563430786133]"
1059,"44:11 Then they speedily took down every man his sack to the ground, and opened
every man his sack.","[-16.65033721923828, -34.83685302734375]"
1060,"44:12 And he searched, and began at the eldest, and left at the youngest: and
the cup was found in Benjamin’s sack.","[-5.62007474899292, -35.6886100769043]"
